@id,@lon,@lat,amenity,name,cuisine,opening_hours,takeaway,delivery,payment,phone,website
459670767,21.4310013,41.9952414,cafe,Caffe Skopje,,Mo-Su 08:00-23:00,,,,,
459670881,21.4298360,41.9926530,cafe,Play Cafe,,Mo-Su 09:00-21:00,,,,,
459672751,21.4164328,41.9939731,cafe,,,,,,,,
459673240,21.4162239,41.9934306,cafe,9,,,,,,,
459752642,21.4373453,41.9984414,cafe,Bistro Opera Pub,,24/7,,,,,
459801246,21.3999451,42.0031059,cafe,Мартини,,,,,,,
459802458,21.4159604,42.0047028,cafe,Бугати,,,,,,,
461655652,22.6502444,41.4392415,restaurant,Luna 2,,,,,,,
461659372,22.6389491,41.4389263,cafe,City Cafe,,,,,,,
461659456,22.6390517,41.4390994,cafe,Inside Cafe,,,,,,,
461659572,22.6390002,41.4390286,cafe,Inside Cafe,,,,,,,
461660689,22.6377990,41.4397692,cafe,Extreme Cafe,,,,,,,
461660729,22.6377556,41.4397043,cafe,PR Cafe,,,,,,,
461660842,22.6378848,41.4395247,cafe,Cafe 19,,,,,,,
470029606,22.3362079,42.2056104,cafe,Galerija,,Mo-Su 09:00-01:00,,,,,
470029612,22.3365517,42.2058845,cafe,Fashion cafe,,Mo-Su 08:00-01:00,,,,,
477689620,22.0953457,41.4895975,restaurant,Rubiko,regional,,,,,,
477689674,21.9522494,41.5237914,restaurant,Kaj Zika,regional,,,,,,
478041022,22.0136796,41.4337258,restaurant,Makedonska Kuka,regional,,,,,,
481098096,21.3995191,42.0031464,restaurant,Енрико,italian,,,,,,
482083934,21.5539309,41.3452345,cafe,Вирус,,,,,,,
482513381,21.5541527,41.3456817,cafe,Тејк Фајв,,,,,,,
483316799,21.5536992,41.3453183,cafe,Ди Каприо,,,,,,,
497549476,22.8645000,41.6980200,restaurant,Мило,,,,,,,
497549481,22.8598500,41.7039600,restaurant,Ристово Меанче 2,,,,,,,
497549483,22.8571233,41.7045671,restaurant,Мрс,,,,,,,
499932154,22.9354984,41.7301724,restaurant,Дивине,,,,,,,
499972062,22.8568848,41.7061350,cafe,,,,,,,,
499972063,22.8569192,41.7060133,cafe,,,,,,,,
499972064,22.8570994,41.7060838,cafe,,,,,,,,
499972065,22.8570737,41.7062055,cafe,,,,,,,,
521505926,22.0187521,41.4389417,restaurant,Moneta,,,,,,,
528996470,20.7819982,40.9615847,restaurant,Сен Тропе,,,,,,,
529811246,22.0167719,41.4343878,cafe,Light Cofee,,,,,,,
555008847,22.7242971,41.1807110,restaurant,Нота,fish,,,,,,
555023959,20.6762151,41.1769374,restaurant,Т'ГА ЗА ЈУГ,regional,,,,,,
572366400,20.6767950,41.1778398,restaurant,Bonaca,,,,,,,
572386052,20.6763146,41.1776197,cafe,Leone,,,,,,,
577538782,21.4349372,42.0198926,restaurant,Prince,,,,,,,
600905655,21.3926682,42.0028498,restaurant,Две капки,,,,,,,
696669231,21.4368796,41.9869006,restaurant,иВ,,,,,,,
837180282,21.3533345,41.0364578,restaurant,Арена,,,,,,,
908273433,21.4367576,42.0003099,restaurant,Туpиcт,regional,,,,,,
911173351,22.0333387,41.3970220,restaurant,Tropic,,,,,,,
911176033,22.0046380,41.4347168,restaurant,Moskva,,,,,,,
990397203,22.1926393,41.7427284,cafe,Angel's Caffe,,,,,,,
1012247331,21.1874306,42.1656891,restaurant,LUMA,burger,,,,,,
1021423924,20.9731075,42.0080851,restaurant,Maestro Cafe,,,,,,,
1088079193,22.3331186,41.8823767,restaurant,,,,,,,,
1092272132,21.3510028,42.0064872,restaurant,,,,,,,,
1132688809,21.3274583,41.9953819,restaurant,River Side Garden,international,,,,,+38970890606,
1233405188,22.8383014,41.7381241,cafe,miss Stoun,,,,,,,
1355292490,21.4172620,42.0009888,cafe,Кафе Змија,,,,,,,
1355306911,21.4175044,42.0007963,cafe,Кафе Филипос,coffee_shop,,,,,,
1371716593,21.4122694,41.9979155,restaurant,Топаз,,,,,,,
1372568001,21.3989291,42.0008550,restaurant,Веки,,,,,,,
1377184494,21.4960141,42.0013936,restaurant,Велково Меанче,,,,,,,
1378130151,21.4390455,41.9841333,restaurant,Чешма,,,,,,,
1378130158,21.4391421,41.9832440,restaurant,,,,,,,,
1378228324,21.4455687,41.9710708,restaurant,Ресторан Трпеза,,,,,,,
1378228333,21.4385091,41.9787578,restaurant,Ресторан Кум,,,,,,,
1380378665,21.4078483,41.9997295,restaurant,Рустикана,burger;regional;breakfast;grill;mediterranean;balkan;chicken;kebab,Mo-Su 10:00-00:00,,,,+38971383382,
1380378702,21.4159820,41.9985008,restaurant,Боеми,,,,,,,
1475328750,21.3462963,42.0464013,restaurant,Restoran Tomi,regional,,,,,,
1475384945,21.3469347,42.0455608,restaurant,,,,,,,,
1475388232,21.3508185,42.0299906,restaurant,Meraklii,regional,,,,,,
1475388233,21.3479915,42.0313055,cafe,,,,,,,,
1475404511,21.3651275,42.0069568,restaurant,,,,,,,,
1506640739,21.4700306,41.5910530,restaurant,Ѕидан Мост,,,,,,,
1507082600,21.2191049,41.0331866,restaurant,,,,,,,,
1507250217,21.1183781,40.8595203,restaurant,,,,,,,,
1535266560,21.4820381,41.9782792,restaurant,Ресторан Рагуза 919,,,,,,,
1577483516,21.3975417,42.0035286,restaurant,Старо Буре,international,,,,,,
1577485951,21.3741187,42.0065185,restaurant,62,regional,,,,,,
1596475596,22.0228438,41.4334495,restaurant,Винска Куќа,regional,,,,,,
1615830879,21.3983460,42.0034224,cafe,Fluid,,,,,,,
1634933708,21.7753509,41.7170862,restaurant,Снупи,,,,,,,
1660208191,21.3528594,41.0364490,restaurant,Аражок,,,,,,,
1660208193,21.3539109,41.0364490,restaurant,Балукс,,,,,,,
1674866746,22.5045562,41.1651121,restaurant,Јавор Џоко,,,,,,,
1676857177,21.4871492,41.9843967,restaurant,Рибен ресторан Рибар (Одисеја),fish,,,,,,
1682245572,21.1628707,40.9077301,restaurant,,,,,,,,
1682245853,21.1140261,41.0661743,cafe,,,,,,,,
1704390070,20.9568436,41.5108813,cafe,Republika,,,,,,,
1704390079,20.9637041,41.5129174,cafe,,,,,,,,
1704390096,20.9622235,41.5126282,restaurant,,,,,,,,
1704390097,20.9578247,41.5098564,restaurant,,,,,,,,
1704390100,20.9588224,41.5114391,cafe,,,,,,,,
1710570935,21.7755708,41.7170863,cafe,,,,,,,,
1710571027,21.7777592,41.7176653,restaurant,Снупи,,,,,,,
1710571117,21.7775232,41.7176332,restaurant,Официрски,,,,,,,
1712601384,21.7842383,41.7153245,restaurant,Сина Сала,,,,,,,
1712601392,21.7842139,41.7154688,restaurant,Розе Сала,,,,,,,
1734513473,21.3337137,42.0066455,restaurant,,,,,,,,
1734513478,21.3362989,42.0073873,restaurant,,,,,,,,
1734530400,21.3651314,42.0067805,restaurant,,,,,,,,
1747649203,21.4151525,41.9946274,restaurant,Крчма,,,,,,,
1748017584,21.4204907,41.9904847,restaurant,Marana,regional,,yes,,,,
1751563134,21.4245254,41.9947645,restaurant,Pastel Wine & Dine,international,Mo-Fr 06:30-21:00; Sa 06:30-17:00; Su 06:30-16:00,yes,,,+389 2 3214447,http://pastel.mk/
1752178268,21.4163482,41.9922398,restaurant,511,italian,,,,,,
1752184797,21.4091295,41.9972910,cafe,Ли,coffee_shop,,,,,,
1752186795,21.4086601,41.9972291,restaurant,Акорд,,,,,,,
1762408159,21.7184480,42.1342900,cafe,Зафир,,,,,,,
1762412847,21.7189898,42.1342820,cafe,Irish Pub,,,,,,,
1762413887,21.7187383,42.1361779,cafe,Нама Кафе,,,,,,,
1768193993,21.7204006,42.1365224,restaurant,Баба Цана,,,,,,,
1770866402,21.4207447,41.9987097,restaurant,Пицерија Либертас,pizza,,,,,+38970567295,
1776012307,21.7318423,42.1235585,restaurant,Корнер,,,,,,,
1779783561,21.7189408,42.1341627,cafe,Франш,,,,,,,
1790311348,22.8195840,41.3811426,restaurant,Ресторан СОНЦЕ - Restaurant SONCE,regional,,,,,,
1790324208,22.8124860,41.3766989,cafe,,,,,,,,
1790358588,22.8155652,41.3818009,restaurant,,,,,,,,
1790358591,22.7984820,41.3790614,restaurant,,,,,,,,
1791514947,22.8810812,41.4130818,restaurant,,,,,,,,
1791514950,22.8820790,41.4128968,restaurant,,,,,,,,
1791514952,22.8808076,41.4126312,restaurant,,,,,,,,
1791534874,22.7547196,41.3827929,restaurant,,,,,,,,
1791588304,22.6256610,41.4072696,restaurant,,,,,,,,
1791598024,22.6991213,41.2271802,restaurant,Хотел Иштатов,,,,,,,
1791598062,22.7425087,41.1725775,restaurant,,,,,,,,
1794219941,21.7181577,42.1317263,restaurant,Рим-Париз,,,,,,,
1828592889,21.9748986,41.5502944,cafe,Стоби,,,,,,,
1848409293,21.4456487,41.9775109,restaurant,Ексклузив,,,,,,,
1850422186,21.4506950,42.0523407,restaurant,,,,,,,,
1850489869,21.4514149,42.0578588,restaurant,Ресторан „Александар“,,,,,,,
1850511008,21.4484000,42.0582551,cafe,Royal,,,,,,,
1850511013,21.4502266,42.0601350,cafe,Шема,,,,,,,
1850521527,21.4523161,42.0537503,restaurant,Дарвик,,,,,,,
1851476126,21.4504664,41.9915282,cafe,Red Caffe,,,,,,,
1857486052,21.4647397,42.0019716,restaurant,Тица - Елени,barbecue,,,,,,
1860123667,21.4650824,42.0019424,restaurant,,barbecue,,,,,,
1860365710,21.4644629,42.0026068,cafe,Аристократ кафе,,,,,,,
1867176020,21.4304595,41.9957062,restaurant,Тренд,international,,,,,,
1868776879,21.4036050,42.0092296,cafe,Outlet Concept Store,,,,,,,
1868812117,21.4204158,41.9987513,restaurant,Дестан,barbecue,Mo-Su 09:00-23:00,,,,+38923127324,https://destan.mk/pocetna/
1868812169,21.3995909,42.0034064,restaurant,Ана Кристи,barbecue,,,,,,
1868933572,21.3992299,42.0017742,restaurant,Фотка,macedonian,,,,,,
1874196851,22.3532041,42.0371055,restaurant,Осоговски Бисер,regional,,,,,,
1876583691,21.4768613,41.9897212,cafe,Кафе Писта,,,,,,,
1876584011,21.4758817,41.9894222,cafe,Кафе Мамбо,,,,,,,
1911713227,22.2263765,41.4106825,restaurant,,regional,,,,,,
1911952177,22.1994416,41.1775397,restaurant,Момина Чука,regional,,,,,,
1911952203,22.2108324,41.1690988,restaurant,Марково Бачило,regional,,,,,,
1919413204,22.4698529,41.6337176,restaurant,Restoran Shampion,,,,,,,
1920228869,22.1639057,42.1826707,restaurant,Park,fish,,,,,,
1920229092,22.0980414,42.1712493,restaurant,Гого Монд,fish,,,,,,
1927095420,22.1937687,41.7376171,restaurant,Piaza Liberta,,,,,,,
1969643792,21.2205193,41.6150472,restaurant,Извор,fish,,,,,,
1985948203,21.4165220,41.9922245,restaurant,Balila,italian,,,,,,
1995773090,21.7187933,42.1343519,cafe,Корзо,,,,,,,
1999633538,21.4280088,41.9913688,restaurant,Бифиња - Рамстор,,,,,,,
1999950854,22.2452001,41.4084933,restaurant,Urban Grill,grill;regional,,,,,,
1999950860,22.2432474,41.4098411,restaurant,Kaj Kole,,,,,,,
1999950870,22.2439153,41.4092999,restaurant,Lovec,pizza;regional,,,,,,
1999950889,22.2329754,41.4141902,restaurant,Queen Maria,,,,,,,
2004975256,21.4659543,41.9851089,cafe,,,,,,,,
2054895230,21.4324491,41.9950653,cafe,Up Cafe,,Mo-Sa 08:00-18:00,,,,,
2105387352,21.4252581,42.0001581,restaurant,Бруклински,,,,,,+389 2 6091844,
2159535851,21.4347685,41.9953199,restaurant,Бела виста,international,10:00-24:00  Fr-Sa 10:00-01:00,,,,,www.bellavistaskopje.mk
2183842282,20.6790916,41.1783994,cafe,EMPIRE,,,,,,,
2248576375,20.8544996,41.6714632,restaurant,Стража,,,,,,,
2276498829,21.4093297,41.9959130,cafe,,,,,,,,
2292333295,21.5546262,41.3459768,restaurant,Каспер,,,,,,,
2292437665,21.5543097,41.3453989,restaurant,Пинк Пантер,,,,,,,
2292486455,21.5543797,41.3460137,restaurant,Парадизо,,,,,,,
2294320125,21.4080594,41.9931670,restaurant,Два Елена,,,,,,,
2298054794,21.3722969,42.0071574,cafe,Badu,,,,,,,
2316032925,20.8016318,41.0764180,restaurant,Македонска куќа,,,,,,,
2316119134,22.4104224,41.9176668,restaurant,Капри,,,,,,,
2316137207,21.3363912,41.0275814,cafe,Кафе Пајтон,,,,,,,
2316156248,21.3356564,41.0295644,restaurant,Pizza Metro,pizza,,,,,,
2316156266,21.3371290,41.0248295,cafe,Cafe Bar Touch,,,,,,,
2316156269,21.3366193,41.0257036,cafe,Art Cafе,,,,,,,
2316156270,21.3365818,41.0247991,cafe,Globaltech,,,,,,,
2316156279,21.3368286,41.0256207,restaurant,Пицерија Лео,,,,,,,
2316156281,21.3365737,41.0246534,cafe,Internet Club Alex,,,,,,,
2320912360,22.4104385,41.9172558,restaurant,Aquarium,,,,,,,
2320912388,22.4105004,41.9175900,cafe,Уни Пуб,,,,,,,
2320912411,22.4105147,41.9175044,cafe,Пикадили,,,,,,,
2320912421,22.4102588,41.9180760,restaurant,Balkanlux,,,,,,,
2320923929,22.4101783,41.9187207,restaurant,Bakery Kamel,,,,,,,
2322886873,21.4302915,41.9952825,restaurant,Арабеска,regional,,,,,,
2324290153,21.3323916,42.0033910,restaurant,Ореов Лад,macedonian,,,,,,
2324482598,22.5037713,41.1404895,restaurant,,,,,,,,
2330740196,21.2484945,41.3683487,cafe,Планет,,,,,,,
2333163643,21.2993843,41.9502955,restaurant,Кањон Матка,regional,,,,,,
2334423406,21.2961533,41.9610975,restaurant,Манастирска пештера,regional,,,,,,
2349862721,21.1002960,42.1441306,restaurant,,,,,,,,
2357239839,20.9594822,41.5118075,restaurant,Gallery,italian;pizza;regional,,,,,,
2360748743,22.5011779,41.1460470,restaurant,ТДЦ-3,,,,,,,
2377937978,20.8123651,41.1084477,restaurant,Restoran Gros,,,,,,,
2377938382,20.8148703,41.1028959,restaurant,Ресторан Билјанини Извори,,,,,,,
2377968940,20.7995188,41.1131665,cafe,Два бисера,,,,,,,
2377968948,20.7992346,41.1131208,cafe,Milenium,,,,,,,
2377968960,20.8086261,41.1127562,restaurant,,,,,,,,
2377968987,20.8091572,41.1120004,restaurant,,,,,,,,
2377969086,20.7991420,41.1130197,cafe,Slavica Kafe,,,,,,,
2377969191,20.7990978,41.1129743,cafe,Instinct,,,,,,,
2377969197,20.7992077,41.1130834,cafe,Galerija,,,,,,,
2377969305,20.7987652,41.1126257,restaurant,,,,,,,,
2377969339,20.7990480,41.1129098,cafe,ВЛАДИ,,,,,,,
2377969373,20.8079475,41.1041510,restaurant,,,,,,,,
2387561655,20.9508952,41.5115542,restaurant,Atva,regional,,,,,,
2406002719,22.6452777,41.4378354,restaurant,Вкус,regional,,,,,,
2411306190,22.4963093,41.1622759,restaurant,Јавор Агапи,,,,,,,
2411329687,21.4117168,42.0131608,restaurant,Фиш,fish,,,,,,
2465901189,22.6328921,41.4352537,restaurant,Loven Dom,regional,,,,,,
2477123089,21.8625680,42.1574944,restaurant,Етно Село,regional,,,,,,
2477129912,21.8645555,42.1324603,restaurant,Fratelis,fish,,,,,,
2535205987,22.0130335,41.4327641,restaurant,Buki,,,,,,,
2539581007,21.4462340,41.9734649,cafe,Quatro Caffe,,,,,,,
2539581507,21.4456656,41.9732771,cafe,Bass Cafe,,,,,,,
2557554508,22.9422359,41.7297622,restaurant,Идила,,,,,,,
2574272022,22.3059103,42.1902652,restaurant,Борче,regional,,,,,,
2574272026,22.3089155,42.1922890,restaurant,Облаче,regional,,,,,,
2578029326,22.3466279,42.2123127,restaurant,македонија,regional,,,,,,
2580192144,21.4727082,41.9650429,restaurant,Градина,,,,,,,
2759066732,20.8011769,41.1123103,restaurant,Белведере,regional,,,,,,
2814545377,21.4308204,41.9955477,cafe,Bocata,,Mo-Su 08:00-23:00,,,,,
2814545378,21.4308588,41.9949424,cafe,Coffee Factory 2,,Mo-Sa 08:00-01:00,,,,,
2818872887,21.4145137,42.0051241,restaurant,Сокаче,,08:00 - 00:00,,,,,
2835853871,20.9586380,41.9861550,restaurant,Emka,regional,,,,,,
2836787194,20.9426914,42.0062579,restaurant,,,,,,,,
2883877894,21.4534598,41.9885844,cafe,Палма,,,,,,,
2883877896,21.4522729,41.9914536,restaurant,Every Day,,,,,,,
2891531722,22.5889401,42.0244107,restaurant,Шизик,,,,,,,
2891533000,22.5876630,42.0179585,restaurant,Osmica,regional,,,,,,
2891537201,22.5914449,42.0170338,restaurant,Kaj Govedoto Restaurant,balkan;regional,,yes,no,,,
2893230086,21.4578943,41.0416246,restaurant,,,,,,,,
2893639221,22.5893701,42.0217484,cafe,Клиф,,,,,,,
2893639222,22.5892057,42.0218468,cafe,Delirium,,Mo-Su 08:00-24:00,,,,,
2905985671,22.5886582,42.0178835,restaurant,Shizik Restaurant,regional;pizza;kebab;chicken,,yes,yes,,,
2905985814,22.5899229,42.0195336,restaurant,Koko Restaurant,kebab;regional;barbecue,,,yes,,,
2905985815,22.5900047,42.0218590,cafe,District Lounge Bar,,Mo-Su 08:00-24:00,,,,,
2918525856,20.9744776,41.8379148,cafe,,,,,,,,
2918533769,20.9743998,41.8377412,cafe,Боси,,,,,,,
2984088703,20.8016787,41.0678423,restaurant,Prestol,,07:00-21:00,,,,+389 46277858,http://www.hotelprestol.com
2992064333,20.8009009,41.0666434,restaurant,Granit,,,,,,+389 46207100,http://www.hotelgranit.com.mk
2992591829,21.4370632,42.0017629,cafe,Mon Frere,Coffee _Tea _cold_drinks,Mo-Su 08:00-23:00,,,,,
3005348015,20.8006074,41.1163875,restaurant,,,,,,,,
3005348016,20.8002909,41.1163410,restaurant,Meydan,,,,,,,
3005353406,20.7967146,41.1118183,cafe,Кадмо-бар,,,,,,,
3020876346,21.3236858,42.0597023,restaurant,Старо Буре,,,,,,,
3022305008,22.3355446,42.2022003,cafe,Select Caffe,,Mo-Su 08:00-01:00,,,,,
3026939349,20.5993210,41.6107279,restaurant,,,,,,,,
3026939356,20.7583652,41.7030313,restaurant,,,,,,,,
3062640565,21.2643690,41.0314361,restaurant,,regional,,,,,,
3076974736,20.7716110,40.9180328,cafe,,,,,,,,
3085981445,20.8031982,41.0459402,restaurant,Dva Bisera,Spécialités_Locales,,,,,,
3098482741,20.9586946,41.5092313,cafe,Cross Roads,,,,,,,
3099553253,21.6274047,41.9608168,cafe,Cafe-inn,,,,,,,
3100113750,20.8026136,41.1140172,restaurant,Фopтунa,regional,Mo-Su 07:00-24:00,,,,,
3100113827,20.8010580,41.1135786,cafe,Cafe Experience,,,,,,,
3101725379,21.4368849,41.9992410,cafe,Old Town,,Mo-Su 10:00-22:00,,,,,
3101726037,21.4358699,42.0000003,cafe,Nargile Cafe,,Mo-Su 10:00-22:00,,,,,
3101726040,21.4366005,42.0000179,restaurant,Пивница АН,regional,Mo-Sa 09:00-24:00; Su 12:00-24:00,,,,+389 02 321 2111,http://pivnicaan.mk/
3103985004,21.4330712,41.9958677,cafe,Telekom Trend Lounge Bar,ice_cream;pizza;pasta,Mo-Su 08:00-24:00,,,,,
3109618758,22.5004906,41.1429058,restaurant,,,,,,,,
3162735662,22.4614010,41.6382610,cafe,Ti-Amo,coffee_shop,,no,,,,
3162746561,22.4601880,41.6397590,restaurant,Target,italian,,no,,,,
3162749461,22.4604120,41.6409570,restaurant,Jocker pizza,italian,,yes,,,,
3162751061,22.4613780,41.6401840,restaurant,Getsbi pizza,italian,,yes,,,,
3162751062,22.4629990,41.6369750,cafe,Virus,coffee_shop,,no,,,,
3162755761,22.4657240,41.6346560,restaurant,Vrteska,barbecue,,no,,,,
3162763261,22.4640190,41.6341400,restaurant,Gone,barbecue,,yes,,,,
3162772765,22.4644900,41.6334960,restaurant,Sopka,barbecue,,yes,,,,
3162773865,22.4637300,41.6355770,restaurant,,barbecue,,yes,,,,
3162778861,22.4629430,41.6365660,restaurant,Karagjoz,barbecue,,yes,,,,
3162791061,22.4463100,41.6295960,restaurant,Magmar,barbecue,,,,,,
3162794862,22.4613270,41.6390650,restaurant,Beverli hils,barbecue,,yes,,,,
3162794863,22.4621860,41.6391330,restaurant,Shona,barbecue,,yes,,,,
3162794961,22.4567890,41.6338950,restaurant,Santa Maria pizza,italian,,,,,,
3162795861,22.4632720,41.6376110,restaurant,Makedonsko Sonce,regional,,yes,,,,
3162796461,22.4621990,41.6392500,restaurant,Lastik,barbecue,,yes,,,,
3187744343,22.4637300,41.6395100,restaurant,,barbecue,,yes,,,,
3187744351,22.4655280,41.6377820,restaurant,Lipa,barbecue,,yes,,,,
3187745933,22.4630600,41.6387670,restaurant,Maslac,barbecue,,yes,,,,
3187746716,22.4601430,41.6391550,cafe,Escape,coffee_shop,,no,,,,
3187758521,22.4604030,41.6382830,restaurant,,barbecue,,yes,,,,
3341289752,21.4306195,41.9944452,cafe,Bistro Skopje,,Mo-Su 09:00-21:00,,,,,
3341289753,21.4303650,41.9938562,cafe,Gnezdo,,Mo-Su 08:00-22:00,,,,,
3341289786,21.4302256,41.9929701,cafe,Caffe Novo,,Mo-Su 09:00-22:00,,,,,
3341289788,21.4298707,41.9927362,cafe,Caffe Bar Dolce Vita,,Mo-Su 09:00-21:00,,,,,
3341289789,21.4297981,41.9925716,restaurant,Damaskino,,,,,,,
3341289790,21.4293734,41.9923772,cafe,Corsso,,24/7,,,,,
3415004757,21.4510186,42.0618189,restaurant,,,,,,,,
3428427693,20.8000470,41.1154200,restaurant,Pizzeria Americano,italian,,,,,,
3428428993,20.8000880,41.1159660,restaurant,,,,,,,,
3484100384,21.4231542,41.9917018,restaurant,Dal Fufo - Galija,,,,,,,
3505013893,21.4319604,41.9947506,restaurant,Destan,kebab,08:00-23:00,,,,,
3505013993,21.4317257,41.9950911,restaurant,Ла Тераца,italian,08:00-24:00  Fr-Sa 08:00-01:00,,,,+389 2 3113380,
3506695093,21.3910004,42.0045421,restaurant,Brooklyn Lounge Bar,italian,08:00-00:00; Fr-Sa 08:00-01:00,,,,,
3506696093,21.3909265,42.0041936,cafe,Trend Food Bar,,08:00-00:00; Fr-Sa 08:00-01:00,,,,+389 70 306425,http://www.caffetrend.mk/
3536179577,21.4099065,41.9953743,restaurant,Носталгија,,,,,,+38923060708,
3599403566,21.4020366,41.9979148,restaurant,Кај Маршалот,regional,,no,no,,,
3647039848,21.7336280,42.1208566,restaurant,Exclusive,,,,,,,
3647048030,21.7448727,42.1214792,restaurant,Тераца,,,,,,,
3648714485,21.4063144,42.0062651,restaurant,Барбакан,,08:00-01:00,,,,,
3660965814,21.3341010,41.0273541,cafe,Cocktail Bar - Uno Mars,,8:00 - 00:00,,,,,
3663767991,21.4150060,42.0038265,cafe,The Gallery,,Mo-Th 07:30-24:00  Fr 07:30-01:00  Sa 08:00-01:00  Su 08:00-24:00,,,,,
3663767992,21.4151255,42.0039722,cafe,MonAmi,,,,,,,
3663767994,21.4151730,42.0040547,cafe,Жапон Кафе Бар,,07:30 - 23:30,,,,,
3663767995,21.4146731,42.0042809,cafe,Cafe Bela,,09:00 - 00:00,,,,,
3664638120,22.3171977,41.6245987,restaurant,Пилав Тепе,,,,,,,
3671888433,20.8820185,42.0113442,restaurant,Конак,,,,,,,
3695356159,22.7759750,41.9670002,restaurant,Ресторан Либеро,regional,,,,,,
3696549082,22.7727421,41.9665628,restaurant,Антика,,,,,,,
3696549083,22.7743723,41.9671309,restaurant,Кај Бубето,,,,,,,
3696549088,22.7714652,41.9655104,restaurant,Пицерија Палма,pizza,,,,,,
3696549089,22.7756155,41.9667157,restaurant,Панорама,pizza,,,,,,
3696549091,22.7729809,41.9663111,restaurant,Пицерија Iceberg,,,,,,,
3696549092,22.7732345,41.9664629,restaurant,Вигор,,,,,,,
3699303243,22.7757929,41.9669685,cafe,Apolon,,,,,,,
3699303244,22.7772992,41.9671423,cafe,Валиум,,,,,,,
3699318356,22.7726580,41.9641901,restaurant,Ресторан Трла,,,,,,,
3699318369,22.7736839,41.9634140,restaurant,Gostilnica Zvon-Trejd,,,,,,,
3707090923,21.4170693,41.9972260,restaurant,Еснаф кај даре,regional,,,,,,
3713067440,20.7733609,40.9255638,cafe,,regional;burger,,,,,,
3724711085,20.9633055,42.0060772,cafe,Amaretta (Red&Black),coffee_shop;italian,Mo-Su 07:00-23:30,,,,,
